bootstrap,AFL_f1_12lead,AFL_f1_II_V1,delta
448,0.8672,0.8877551020408163,0.020555102040816342
449,0.8956661316211878,0.9183673469387755,0.02270121531758773
450,0.900990099009901,0.882051282051282,-0.018938816958618987
451,0.9165354330708662,0.9049180327868852,-0.01161740028398095
452,0.9112227805695142,0.8977469670710572,-0.013475813498457057
453,0.8837209302325582,0.8991452991452992,0.015424368912741016
454,0.8814159292035398,0.8733944954128441,-0.008021433790695753
455,0.9016393442622951,0.9106529209621993,0.009013576699904213
456,0.8877551020408163,0.9261261261261261,0.03837102408530979
457,0.8877551020408163,0.9019607843137255,0.014205682272909192
458,0.8974358974358975,0.900163666121113,0.0027277686852155147
459,0.8915254237288136,0.9074733096085409,0.015947885879727286
460,0.9145569620253164,0.903010033444816,-0.011546928580500437
461,0.8940397350993378,0.9010238907849829,0.006984155685645144
462,0.8884826325411335,0.896551724137931,0.008069091596797584
463,0.8967851099830795,0.9087719298245615,0.011986819841481977
464,0.8940809968847352,0.9108589951377634,0.01677799825302817
465,0.8896,0.9100169779286927,0.020416977928692792
466,0.8856209150326797,0.882051282051282,-0.0035696329813976746
467,0.8885245901639345,0.9094017094017094,0.02087711923777491
468,0.8730434782608696,0.8860294117647058,0.012985933503836256
469,0.8975609756097561,0.8950086058519794,-0.002552369757776729
470,0.8941176470588236,0.9039145907473309,0.009796943688507365
471,0.8648648648648649,0.8631178707224335,-0.0017469941424314017
472,0.9110764430577223,0.887459807073955,-0.023616635983767287
473,0.879045996592845,0.8754578754578755,-0.0035881211349695352
474,0.8601036269430051,0.8736462093862816,0.01354258244327644
475,0.8899835796387521,0.8816466552315609,-0.008336924407191137
476,0.8718801996672213,0.8955752212389381,0.023695021571716768
477,0.8700173310225303,0.8777777777777778,0.007760446755247452
