model,fpr,tpr,threshold,curve,model_key,display_model,precision,recall
Fleury2024 modular,,,0.99729925,PR,fleury2024,Fleury2024 Modular,0.2943107221006564,0.886034255599473
Fleury2024 modular,,,0.99730694,PR,fleury2024,Fleury2024 Modular,0.2943751367914204,0.886034255599473
Fleury2024 modular,,,0.9973158,PR,fleury2024,Fleury2024 Modular,0.2942206654991243,0.8853754940711462
Fleury2024 modular,,,0.99732363,PR,fleury2024,Fleury2024 Modular,0.2942850886796584,0.8853754940711462
Fleury2024 modular,,,0.99732435,PR,fleury2024,Fleury2024 Modular,0.2943495400788436,0.8853754940711462
Fleury2024 modular,,,0.9973258,PR,fleury2024,Fleury2024 Modular,0.2944140197152245,0.8853754940711462
Fleury2024 modular,,,0.99732614,PR,fleury2024,Fleury2024 Modular,0.294259421560035,0.8847167325428195
Fleury2024 modular,,,0.9973322,PR,fleury2024,Fleury2024 Modular,0.294323909708525,0.8847167325428195
Fleury2024 modular,,,0.9973379,PR,fleury2024,Fleury2024 Modular,0.2943884261288908,0.8847167325428195
Fleury2024 modular,,,0.9973568,PR,fleury2024,Fleury2024 Modular,0.2944529708397281,0.8847167325428195
Fleury2024 modular,,,0.9973571,PR,fleury2024,Fleury2024 Modular,0.2945175438596491,0.8847167325428195
Fleury2024 modular,,,0.99736905,PR,fleury2024,Fleury2024 Modular,0.2945821452072823,0.8847167325428195
Fleury2024 modular,,,0.9973826,PR,fleury2024,Fleury2024 Modular,0.2946467749012725,0.8847167325428195
Fleury2024 modular,,,0.9974017,PR,fleury2024,Fleury2024 Modular,0.2947114329602809,0.8847167325428195
Fleury2024 modular,,,0.9974023,PR,fleury2024,Fleury2024 Modular,0.2947761194029851,0.8847167325428195
Fleury2024 modular,,,0.99740654,PR,fleury2024,Fleury2024 Modular,0.2946212952799122,0.8840579710144928
Fleury2024 modular,,,0.99741864,PR,fleury2024,Fleury2024 Modular,0.2946859903381642,0.8840579710144928
Fleury2024 modular,,,0.99741995,PR,fleury2024,Fleury2024 Modular,0.294750713815067,0.8840579710144928
Fleury2024 modular,,,0.99742043,PR,fleury2024,Fleury2024 Modular,0.2945957820738137,0.883399209486166
Fleury2024 modular,,,0.997421,PR,fleury2024,Fleury2024 Modular,0.2946605141727093,0.883399209486166
Fleury2024 modular,,,0.99742246,PR,fleury2024,Fleury2024 Modular,0.2947252747252747,0.883399209486166
Fleury2024 modular,,,0.9974503,PR,fleury2024,Fleury2024 Modular,0.2947900637502748,0.883399209486166
Fleury2024 modular,,,0.997454,PR,fleury2024,Fleury2024 Modular,0.2949197272927205,0.883399209486166
Fleury2024 modular,,,0.99747145,PR,fleury2024,Fleury2024 Modular,0.2949846018477782,0.883399209486166
Fleury2024 modular,,,0.9974757,PR,fleury2024,Fleury2024 Modular,0.295049504950495,0.883399209486166
Fleury2024 modular,,,0.9974808,PR,fleury2024,Fleury2024 Modular,0.2951144366197183,0.883399209486166
Fleury2024 modular,,,0.9974849,PR,fleury2024,Fleury2024 Modular,0.2951793968743121,0.883399209486166
Fleury2024 modular,,,0.9974891,PR,fleury2024,Fleury2024 Modular,0.2950242184059885,0.8827404479578392
Fleury2024 modular,,,0.99750036,PR,fleury2024,Fleury2024 Modular,0.2950891874036556,0.8827404479578392
Fleury2024 modular,,,0.9975019,PR,fleury2024,Fleury2024 Modular,0.2951541850220264,0.8827404479578392
Fleury2024 modular,,,0.9975068,PR,fleury2024,Fleury2024 Modular,0.2952192112800176,0.8827404479578392
Fleury2024 modular,,,0.99750805,PR,fleury2024,Fleury2024 Modular,0.2952842661965623,0.8827404479578392
Fleury2024 modular,,,0.9975176,PR,fleury2024,Fleury2024 Modular,0.2951289398280802,0.8820816864295126
Fleury2024 modular,,,0.9975188,PR,fleury2024,Fleury2024 Modular,0.2951940035273369,0.8820816864295126
Fleury2024 modular,,,0.9975222,PR,fleury2024,Fleury2024 Modular,0.2950385887541345,0.8814229249011858
Fleury2024 modular,,,0.99753535,PR,fleury2024,Fleury2024 Modular,0.2951036612262902,0.8814229249011858
Fleury2024 modular,,,0.99755585,PR,fleury2024,Fleury2024 Modular,0.2951687624090006,0.8814229249011858
Fleury2024 modular,,,0.99755967,PR,fleury2024,Fleury2024 Modular,0.2950132391879965,0.880764163372859
Fleury2024 modular,,,0.9975605,PR,fleury2024,Fleury2024 Modular,0.2950783491502979,0.880764163372859
Fleury2024 modular,,,0.9975739,PR,fleury2024,Fleury2024 Modular,0.2951434878587196,0.880764163372859
Fleury2024 modular,,,0.9975788,PR,fleury2024,Fleury2024 Modular,0.295273851590106,0.880764163372859
Fleury2024 modular,,,0.99758613,PR,fleury2024,Fleury2024 Modular,0.2953390766512039,0.880764163372859
Fleury2024 modular,,,0.9975988,PR,fleury2024,Fleury2024 Modular,0.2954043305346884,0.880764163372859
Fleury2024 modular,,,0.9976025,PR,fleury2024,Fleury2024 Modular,0.2952486187845304,0.8801054018445322
Fleury2024 modular,,,0.9976101,PR,fleury2024,Fleury2024 Modular,0.2953138815207781,0.8801054018445322
Fleury2024 modular,,,0.9976164,PR,fleury2024,Fleury2024 Modular,0.295379173115189,0.8801054018445322
Fleury2024 modular,,,0.99761766,PR,fleury2024,Fleury2024 Modular,0.2952233524988943,0.8794466403162056
Fleury2024 modular,,,0.9976373,PR,fleury2024,Fleury2024 Modular,0.2952886529528865,0.8794466403162056
Fleury2024 modular,,,0.99763954,PR,fleury2024,Fleury2024 Modular,0.2953539823008849,0.8794466403162056
Fleury2024 modular,,,0.9976417,PR,fleury2024,Fleury2024 Modular,0.2954193405620712,0.8794466403162056
Fleury2024 modular,,,0.9976546,PR,fleury2024,Fleury2024 Modular,0.2952633908809207,0.8787878787878788
Fleury2024 modular,,,0.99765563,PR,fleury2024,Fleury2024 Modular,0.295328758025238,0.8787878787878788
Fleury2024 modular,,,0.99765766,PR,fleury2024,Fleury2024 Modular,0.2953941541186891,0.8787878787878788
Fleury2024 modular,,,0.99765897,PR,fleury2024,Fleury2024 Modular,0.2954595791805094,0.8787878787878788
Fleury2024 modular,,,0.9976598,PR,fleury2024,Fleury2024 Modular,0.2955250332299513,0.8787878787878788
Fleury2024 modular,,,0.99766195,PR,fleury2024,Fleury2024 Modular,0.2955905162862841,0.8787878787878788
Fleury2024 modular,,,0.99766684,PR,fleury2024,Fleury2024 Modular,0.2956560283687943,0.8787878787878788
Fleury2024 modular,,,0.9976762,PR,fleury2024,Fleury2024 Modular,0.2954998891598315,0.878129117259552
Fleury2024 modular,,,0.9976774,PR,fleury2024,Fleury2024 Modular,0.2955654101995565,0.878129117259552
Fleury2024 modular,,,0.99767786,PR,fleury2024,Fleury2024 Modular,0.295630960301619,0.878129117259552
Fleury2024 modular,,,0.99769056,PR,fleury2024,Fleury2024 Modular,0.2956965394853593,0.878129117259552
Fleury2024 modular,,,0.9976921,PR,fleury2024,Fleury2024 Modular,0.2957621477701353,0.878129117259552
Fleury2024 modular,,,0.9976935,PR,fleury2024,Fleury2024 Modular,0.2958277851753217,0.878129117259552
Fleury2024 modular,,,0.99769753,PR,fleury2024,Fleury2024 Modular,0.2958934517203108,0.878129117259552
Fleury2024 modular,,,0.9976987,PR,fleury2024,Fleury2024 Modular,0.2959591474245115,0.878129117259552
Fleury2024 modular,,,0.9977208,PR,fleury2024,Fleury2024 Modular,0.2960248723073506,0.878129117259552
Fleury2024 modular,,,0.99772924,PR,fleury2024,Fleury2024 Modular,0.2958685028876055,0.8774703557312253
Fleury2024 modular,,,0.99774027,PR,fleury2024,Fleury2024 Modular,0.2959342368362586,0.8774703557312253
Fleury2024 modular,,,0.99774736,PR,fleury2024,Fleury2024 Modular,0.2957777777777777,0.8768115942028986
Fleury2024 modular,,,0.9977502,PR,fleury2024,Fleury2024 Modular,0.295843520782396,0.8768115942028986
Fleury2024 modular,,,0.9977518,PR,fleury2024,Fleury2024 Modular,0.2959092930191196,0.8768115942028986
Fleury2024 modular,,,0.9977519,PR,fleury2024,Fleury2024 Modular,0.2959750945074494,0.8768115942028986
Fleury2024 modular,,,0.99775463,PR,fleury2024,Fleury2024 Modular,0.2960409252669039,0.8768115942028986
Fleury2024 modular,,,0.9977697,PR,fleury2024,Fleury2024 Modular,0.2961067853170189,0.8768115942028986
Fleury2024 modular,,,0.99777216,PR,fleury2024,Fleury2024 Modular,0.2961726746773476,0.8768115942028986
Fleury2024 modular,,,0.9977737,PR,fleury2024,Fleury2024 Modular,0.2962385933674605,0.8768115942028986
Fleury2024 modular,,,0.99777406,PR,fleury2024,Fleury2024 Modular,0.2963045414069457,0.8768115942028986
Fleury2024 modular,,,0.9977763,PR,fleury2024,Fleury2024 Modular,0.2963705188154086,0.8768115942028986
Fleury2024 modular,,,0.9977902,PR,fleury2024,Fleury2024 Modular,0.2964365256124721,0.8768115942028986
Fleury2024 modular,,,0.9977912,PR,fleury2024,Fleury2024 Modular,0.2965025618177768,0.8768115942028986
Fleury2024 modular,,,0.99779737,PR,fleury2024,Fleury2024 Modular,0.2965686274509804,0.8768115942028986
Fleury2024 modular,,,0.9978004,PR,fleury2024,Fleury2024 Modular,0.2966347225317584,0.8768115942028986
Fleury2024 modular,,,0.997801,PR,fleury2024,Fleury2024 Modular,0.2967008470798038,0.8768115942028986
Fleury2024 modular,,,0.9978174,PR,fleury2024,Fleury2024 Modular,0.2967670011148272,0.8768115942028986
Fleury2024 modular,,,0.99781907,PR,fleury2024,Fleury2024 Modular,0.2968331846565566,0.8768115942028986
Fleury2024 modular,,,0.9978193,PR,fleury2024,Fleury2024 Modular,0.2968993977247379,0.8768115942028986
Fleury2024 modular,,,0.99782664,PR,fleury2024,Fleury2024 Modular,0.2969656403391343,0.8768115942028986
Fleury2024 modular,,,0.99784136,PR,fleury2024,Fleury2024 Modular,0.2970319125195269,0.8768115942028986
Fleury2024 modular,,,0.9978415,PR,fleury2024,Fleury2024 Modular,0.296875,0.8761528326745718
Fleury2024 modular,,,0.99784255,PR,fleury2024,Fleury2024 Modular,0.2969412815360571,0.8761528326745718
Fleury2024 modular,,,0.99784935,PR,fleury2024,Fleury2024 Modular,0.2970075926753014,0.8761528326745718
Fleury2024 modular,,,0.9978531,PR,fleury2024,Fleury2024 Modular,0.2970739334375698,0.8761528326745718
Fleury2024 modular,,,0.99786085,PR,fleury2024,Fleury2024 Modular,0.2971403038427167,0.8761528326745718
Fleury2024 modular,,,0.9978613,PR,fleury2024,Fleury2024 Modular,0.2969832402234637,0.8754940711462451
Fleury2024 modular,,,0.99786156,PR,fleury2024,Fleury2024 Modular,0.2970496200268216,0.8754940711462451
Fleury2024 modular,,,0.9978721,PR,fleury2024,Fleury2024 Modular,0.2971160295103957,0.8754940711462451
Fleury2024 modular,,,0.9978744,PR,fleury2024,Fleury2024 Modular,0.2971824686940966,0.8754940711462451
Fleury2024 modular,,,0.9978752,PR,fleury2024,Fleury2024 Modular,0.2972489375978528,0.8754940711462451
Fleury2024 modular,,,0.997879,PR,fleury2024,Fleury2024 Modular,0.2973154362416107,0.8754940711462451
Fleury2024 modular,,,0.9978807,PR,fleury2024,Fleury2024 Modular,0.2973819646453345,0.8754940711462451
Fleury2024 modular,,,0.99788517,PR,fleury2024,Fleury2024 Modular,0.2974485228290062,0.8754940711462451
Fleury2024 modular,,,0.99788994,PR,fleury2024,Fleury2024 Modular,0.2975151108126259,0.8754940711462451
Fleury2024 modular,,,0.9978929,PR,fleury2024,Fleury2024 Modular,0.2975817286162113,0.8754940711462451
Fleury2024 modular,,,0.9978974,PR,fleury2024,Fleury2024 Modular,0.2976483762597984,0.8754940711462451
Fleury2024 modular,,,0.99790156,PR,fleury2024,Fleury2024 Modular,0.2977150537634409,0.8754940711462451
Fleury2024 modular,,,0.99790406,PR,fleury2024,Fleury2024 Modular,0.2976243836844464,0.8748353096179183
Fleury2024 modular,,,0.9979128,PR,fleury2024,Fleury2024 Modular,0.2976911006500785,0.8748353096179183
Fleury2024 modular,,,0.99792045,PR,fleury2024,Fleury2024 Modular,0.2977578475336322,0.8748353096179183
Fleury2024 modular,,,0.9979388,PR,fleury2024,Fleury2024 Modular,0.2978246243552366,0.8748353096179183
Fleury2024 modular,,,0.9979412,PR,fleury2024,Fleury2024 Modular,0.2978914311350381,0.8748353096179183
Fleury2024 modular,,,0.9979448,PR,fleury2024,Fleury2024 Modular,0.2979582678932017,0.8748353096179183
Fleury2024 modular,,,0.9979518,PR,fleury2024,Fleury2024 Modular,0.2980251346499102,0.8748353096179183
Fleury2024 modular,,,0.99795246,PR,fleury2024,Fleury2024 Modular,0.2978675645342312,0.8741765480895916
Fleury2024 modular,,,0.9979563,PR,fleury2024,Fleury2024 Modular,0.2979344409519533,0.8741765480895916
Fleury2024 modular,,,0.99796,PR,fleury2024,Fleury2024 Modular,0.2980013474062429,0.8741765480895916
Fleury2024 modular,,,0.9979644,PR,fleury2024,Fleury2024 Modular,0.2980682839173405,0.8741765480895916
Fleury2024 modular,,,0.9979658,PR,fleury2024,Fleury2024 Modular,0.2981352505055044,0.8741765480895916
Fleury2024 modular,,,0.9979664,PR,fleury2024,Fleury2024 Modular,0.2982022471910112,0.8741765480895916
Fleury2024 modular,,,0.9979709,PR,fleury2024,Fleury2024 Modular,0.298269273994156,0.8741765480895916
Fleury2024 modular,,,0.9979755,PR,fleury2024,Fleury2024 Modular,0.2983363309352518,0.8741765480895916
Fleury2024 modular,,,0.99797636,PR,fleury2024,Fleury2024 Modular,0.2984034180346301,0.8741765480895916
Fleury2024 modular,,,0.9979785,PR,fleury2024,Fleury2024 Modular,0.2984705353126405,0.8741765480895916
Fleury2024 modular,,,0.99798524,PR,fleury2024,Fleury2024 Modular,0.2983127109111361,0.8735177865612648
Fleury2024 modular,,,0.99798656,PR,fleury2024,Fleury2024 Modular,0.2983798379837983,0.8735177865612648
Fleury2024 modular,,,0.9979912,PR,fleury2024,Fleury2024 Modular,0.2984469952734638,0.8735177865612648
Fleury2024 modular,,,0.9979943,PR,fleury2024,Fleury2024 Modular,0.2985141828005403,0.8735177865612648
Fleury2024 modular,,,0.9979961,PR,fleury2024,Fleury2024 Modular,0.2983562260752083,0.8728590250329381
Fleury2024 modular,,,0.99799937,PR,fleury2024,Fleury2024 Modular,0.2984234234234234,0.8728590250329381
Fleury2024 modular,,,0.99799985,PR,fleury2024,Fleury2024 Modular,0.2984906510475332,0.8728590250329381
Fleury2024 modular,,,0.9980046,PR,fleury2024,Fleury2024 Modular,0.2983325822442542,0.8722002635046113
Fleury2024 modular,,,0.99800795,PR,fleury2024,Fleury2024 Modular,0.2981744421906693,0.8715415019762845
Fleury2024 modular,,,0.99800855,PR,fleury2024,Fleury2024 Modular,0.2982416591523895,0.8715415019762845
Fleury2024 modular,,,0.9980102,PR,fleury2024,Fleury2024 Modular,0.2980834272829763,0.8708827404479579
Fleury2024 modular,,,0.99801034,PR,fleury2024,Fleury2024 Modular,0.2981506540369869,0.8708827404479579
Fleury2024 modular,,,0.99801433,PR,fleury2024,Fleury2024 Modular,0.2982179111211369,0.8708827404479579
Fleury2024 modular,,,0.9980221,PR,fleury2024,Fleury2024 Modular,0.298352516361995,0.8708827404479579
Fleury2024 modular,,,0.9980263,PR,fleury2024,Fleury2024 Modular,0.2984198645598194,0.8708827404479579
Fleury2024 modular,,,0.9980286,PR,fleury2024,Fleury2024 Modular,0.2984872431700158,0.8708827404479579
Fleury2024 modular,,,0.9980293,PR,fleury2024,Fleury2024 Modular,0.2983288166214995,0.8702239789196311
Fleury2024 modular,,,0.9980361,PR,fleury2024,Fleury2024 Modular,0.2981703185001129,0.8695652173913043
Fleury2024 modular,,,0.99803704,PR,fleury2024,Fleury2024 Modular,0.298237686398554,0.8695652173913043
Fleury2024 modular,,,0.99804,PR,fleury2024,Fleury2024 Modular,0.2983050847457627,0.8695652173913043
Fleury2024 modular,,,0.9980475,PR,fleury2024,Fleury2024 Modular,0.298372513562387,0.8695652173913043
Fleury2024 modular,,,0.9980484,PR,fleury2024,Fleury2024 Modular,0.2984399728690933,0.8695652173913043
Fleury2024 modular,,,0.998061,PR,fleury2024,Fleury2024 Modular,0.2985074626865671,0.8695652173913043
Fleury2024 modular,,,0.99806446,PR,fleury2024,Fleury2024 Modular,0.298348789866546,0.8689064558629777
Fleury2024 modular,,,0.9980793,PR,fleury2024,Fleury2024 Modular,0.2984162895927602,0.8689064558629777
Fleury2024 modular,,,0.9980798,PR,fleury2024,Fleury2024 Modular,0.2984838198687486,0.8689064558629777
Fleury2024 modular,,,0.99808,PR,fleury2024,Fleury2024 Modular,0.2983250339520145,0.8682476943346509
Fleury2024 modular,,,0.99808455,PR,fleury2024,Fleury2024 Modular,0.2983925741453475,0.8682476943346509
Fleury2024 modular,,,0.9980903,PR,fleury2024,Fleury2024 Modular,0.2984601449275362,0.8682476943346509
Fleury2024 modular,,,0.99810314,PR,fleury2024,Fleury2024 Modular,0.2985277463193658,0.8682476943346509
Fleury2024 modular,,,0.9981066,PR,fleury2024,Fleury2024 Modular,0.2985953783416402,0.8682476943346509
Fleury2024 modular,,,0.99810827,PR,fleury2024,Fleury2024 Modular,0.2986630410151824,0.8682476943346509
Fleury2024 modular,,,0.998109,PR,fleury2024,Fleury2024 Modular,0.2987307343608341,0.8682476943346509
Fleury2024 modular,,,0.9981098,PR,fleury2024,Fleury2024 Modular,0.2985717524370891,0.8675889328063241
Fleury2024 modular,,,0.9981117,PR,fleury2024,Fleury2024 Modular,0.2986394557823129,0.8675889328063241
Fleury2024 modular,,,0.99811894,PR,fleury2024,Fleury2024 Modular,0.2987071898389657,0.8675889328063241
Fleury2024 modular,,,0.9981201,PR,fleury2024,Fleury2024 Modular,0.2987749546279492,0.8675889328063241
Fleury2024 modular,,,0.99812275,PR,fleury2024,Fleury2024 Modular,0.2988427501701838,0.8675889328063241
Fleury2024 modular,,,0.9981267,PR,fleury2024,Fleury2024 Modular,0.2986836132546527,0.8669301712779973
Fleury2024 modular,,,0.9981268,PR,fleury2024,Fleury2024 Modular,0.2987514188422247,0.8669301712779973
Fleury2024 modular,,,0.998128,PR,fleury2024,Fleury2024 Modular,0.298819255222525,0.8669301712779973
Fleury2024 modular,,,0.99813926,PR,fleury2024,Fleury2024 Modular,0.2988871224165342,0.8669301712779973
Fleury2024 modular,,,0.9981452,PR,fleury2024,Fleury2024 Modular,0.2989550204452522,0.8669301712779973
Fleury2024 modular,,,0.99814785,PR,fleury2024,Fleury2024 Modular,0.2990229493296978,0.8669301712779973
Fleury2024 modular,,,0.9981501,PR,fleury2024,Fleury2024 Modular,0.2990909090909091,0.8669301712779973
Fleury2024 modular,,,0.9981515,PR,fleury2024,Fleury2024 Modular,0.2991588997499431,0.8669301712779973
Fleury2024 modular,,,0.9981592,PR,fleury2024,Fleury2024 Modular,0.2989995452478399,0.8662714097496707
Fleury2024 modular,,,0.998162,PR,fleury2024,Fleury2024 Modular,0.2990675460541278,0.8662714097496707
Fleury2024 modular,,,0.99816483,PR,fleury2024,Fleury2024 Modular,0.2991355777979981,0.8662714097496707
Fleury2024 modular,,,0.99816614,PR,fleury2024,Fleury2024 Modular,0.2992036405005688,0.8662714097496707
Fleury2024 modular,,,0.9981694,PR,fleury2024,Fleury2024 Modular,0.299044151115157,0.8656126482213439
Fleury2024 modular,,,0.99817467,PR,fleury2024,Fleury2024 Modular,0.2991122239927157,0.8656126482213439
Fleury2024 modular,,,0.9981857,PR,fleury2024,Fleury2024 Modular,0.2991803278688524,0.8656126482213439
Fleury2024 modular,,,0.9981974,PR,fleury2024,Fleury2024 Modular,0.2992484627647461,0.8656126482213439
Fleury2024 modular,,,0.9981975,PR,fleury2024,Fleury2024 Modular,0.2993166287015945,0.8656126482213439
Fleury2024 modular,,,0.9981988,PR,fleury2024,Fleury2024 Modular,0.2993848257006152,0.8656126482213439
Fleury2024 modular,,,0.9981998,PR,fleury2024,Fleury2024 Modular,0.2994530537830446,0.8656126482213439
Fleury2024 modular,,,0.9982108,PR,fleury2024,Fleury2024 Modular,0.299521312970139,0.8656126482213439
Fleury2024 modular,,,0.99821174,PR,fleury2024,Fleury2024 Modular,0.2995896032831737,0.8656126482213439
Fleury2024 modular,,,0.99821496,PR,fleury2024,Fleury2024 Modular,0.2996579247434435,0.8656126482213439
Fleury2024 modular,,,0.99821645,PR,fleury2024,Fleury2024 Modular,0.2997262773722627,0.8656126482213439
Fleury2024 modular,,,0.99823016,PR,fleury2024,Fleury2024 Modular,0.299566506958704,0.8649538866930171
Fleury2024 modular,,,0.9982305,PR,fleury2024,Fleury2024 Modular,0.2997032640949555,0.8649538866930171
Fleury2024 modular,,,0.99823064,PR,fleury2024,Fleury2024 Modular,0.2997716894977169,0.8649538866930171
Fleury2024 modular,,,0.9982318,PR,fleury2024,Fleury2024 Modular,0.2998401461520895,0.8649538866930171
Fleury2024 modular,,,0.9982408,PR,fleury2024,Fleury2024 Modular,0.2999086340794883,0.8649538866930171
Fleury2024 modular,,,0.99824274,PR,fleury2024,Fleury2024 Modular,0.2999771533013479,0.8649538866930171
Fleury2024 modular,,,0.99824286,PR,fleury2024,Fleury2024 Modular,0.29981718464351,0.8642951251646904
Fleury2024 modular,,,0.9982486,PR,fleury2024,Fleury2024 Modular,0.2998857142857143,0.8642951251646904
Fleury2024 modular,,,0.9982488,PR,fleury2024,Fleury2024 Modular,0.2999542752629172,0.8642951251646904
Fleury2024 modular,,,0.9982526,PR,fleury2024,Fleury2024 Modular,0.3000228675966156,0.8642951251646904
Fleury2024 modular,,,0.99825734,PR,fleury2024,Fleury2024 Modular,0.3000914913083257,0.8642951251646904
Fleury2024 modular,,,0.9982698,PR,fleury2024,Fleury2024 Modular,0.2999313658201784,0.8636363636363636
Fleury2024 modular,,,0.99827135,PR,fleury2024,Fleury2024 Modular,0.3,0.8636363636363636
Fleury2024 modular,,,0.99827623,PR,fleury2024,Fleury2024 Modular,0.3000686655985351,0.8636363636363636
Fleury2024 modular,,,0.9982767,PR,fleury2024,Fleury2024 Modular,0.2999084249084249,0.8629776021080369
Fleury2024 modular,,,0.99828136,PR,fleury2024,Fleury2024 Modular,0.2997481108312342,0.8623188405797102
Fleury2024 modular,,,0.9982827,PR,fleury2024,Fleury2024 Modular,0.2995877233165369,0.8616600790513834
Fleury2024 modular,,,0.9982886,PR,fleury2024,Fleury2024 Modular,0.2994272623138602,0.8610013175230566
Fleury2024 modular,,,0.9982894,PR,fleury2024,Fleury2024 Modular,0.2994958753437213,0.8610013175230566
Fleury2024 modular,,,0.9982932,PR,fleury2024,Fleury2024 Modular,0.2995645198258079,0.8610013175230566
Fleury2024 modular,,,0.9983052,PR,fleury2024,Fleury2024 Modular,0.2996331957817515,0.8610013175230566
Fleury2024 modular,,,0.9983053,PR,fleury2024,Fleury2024 Modular,0.2997019032332034,0.8610013175230566
Fleury2024 modular,,,0.99830544,PR,fleury2024,Fleury2024 Modular,0.2997706422018348,0.8610013175230566
Fleury2024 modular,,,0.99830866,PR,fleury2024,Fleury2024 Modular,0.2996100022941041,0.8603425559947299
Fleury2024 modular,,,0.9983169,PR,fleury2024,Fleury2024 Modular,0.299449288664525,0.8596837944664032
Fleury2024 modular,,,0.99832135,PR,fleury2024,Fleury2024 Modular,0.2995180169841634,0.8596837944664032
Fleury2024 modular,,,0.9983217,PR,fleury2024,Fleury2024 Modular,0.2995867768595041,0.8596837944664032
Fleury2024 modular,,,0.99832934,PR,fleury2024,Fleury2024 Modular,0.2994259471871412,0.8590250329380764
Fleury2024 modular,,,0.9983317,PR,fleury2024,Fleury2024 Modular,0.2994947175011483,0.8590250329380764
Fleury2024 modular,,,0.99833894,PR,fleury2024,Fleury2024 Modular,0.2995635194118998,0.8590250329380764
Fleury2024 modular,,,0.99834013,PR,fleury2024,Fleury2024 Modular,0.2996323529411764,0.8590250329380764
Fleury2024 modular,,,0.9983444,PR,fleury2024,Fleury2024 Modular,0.2997012181107791,0.8590250329380764
Fleury2024 modular,,,0.9983499,PR,fleury2024,Fleury2024 Modular,0.2997701149425287,0.8590250329380764
Fleury2024 modular,,,0.99835485,PR,fleury2024,Fleury2024 Modular,0.2998390434582663,0.8590250329380764
Fleury2024 modular,,,0.9983553,PR,fleury2024,Fleury2024 Modular,0.2999080036798528,0.8590250329380764
Fleury2024 modular,,,0.99836224,PR,fleury2024,Fleury2024 Modular,0.2999769956291695,0.8590250329380764
Fleury2024 modular,,,0.9983626,PR,fleury2024,Fleury2024 Modular,0.3000460193281178,0.8590250329380764
Fleury2024 modular,,,0.99837047,PR,fleury2024,Fleury2024 Modular,0.3001150747986191,0.8590250329380764
Fleury2024 modular,,,0.9983791,PR,fleury2024,Fleury2024 Modular,0.3001841620626151,0.8590250329380764
Fleury2024 modular,,,0.99838305,PR,fleury2024,Fleury2024 Modular,0.3002532811420677,0.8590250329380764
Fleury2024 modular,,,0.99838316,PR,fleury2024,Fleury2024 Modular,0.300322432058959,0.8590250329380764
Fleury2024 modular,,,0.9983877,PR,fleury2024,Fleury2024 Modular,0.3003916148352914,0.8590250329380764
Fleury2024 modular,,,0.99839765,PR,fleury2024,Fleury2024 Modular,0.3004608294930875,0.8590250329380764
Fleury2024 modular,,,0.99840075,PR,fleury2024,Fleury2024 Modular,0.3005300760543904,0.8590250329380764
Fleury2024 modular,,,0.9984274,PR,fleury2024,Fleury2024 Modular,0.3005993545412632,0.8590250329380764
Fleury2024 modular,,,0.998428,PR,fleury2024,Fleury2024 Modular,0.3006686649757897,0.8590250329380764
Fleury2024 modular,,,0.9984334,PR,fleury2024,Fleury2024 Modular,0.3005073800738007,0.8583662714097496
Fleury2024 modular,,,0.9984384,PR,fleury2024,Fleury2024 Modular,0.3003460207612456,0.857707509881423
Fleury2024 modular,,,0.99844754,PR,fleury2024,Fleury2024 Modular,0.3001845869866174,0.8570487483530962
Fleury2024 modular,,,0.9984491,PR,fleury2024,Fleury2024 Modular,0.3002538656819755,0.8570487483530962
Fleury2024 modular,,,0.99844944,PR,fleury2024,Fleury2024 Modular,0.3000923361034164,0.8563899868247694
Fleury2024 modular,,,0.9984627,PR,fleury2024,Fleury2024 Modular,0.2999307319325791,0.8557312252964426
Fleury2024 modular,,,0.9984641,PR,fleury2024,Fleury2024 Modular,0.2997690531177829,0.855072463768116
Fleury2024 modular,,,0.99846566,PR,fleury2024,Fleury2024 Modular,0.2998382998382998,0.855072463768116
Fleury2024 modular,,,0.9984666,PR,fleury2024,Fleury2024 Modular,0.2999075785582255,0.855072463768116
Fleury2024 modular,,,0.9984686,PR,fleury2024,Fleury2024 Modular,0.2999768892997458,0.855072463768116
Fleury2024 modular,,,0.998475,PR,fleury2024,Fleury2024 Modular,0.300046232085067,0.855072463768116
Fleury2024 modular,,,0.9984794,PR,fleury2024,Fleury2024 Modular,0.3001156069364162,0.855072463768116
Fleury2024 modular,,,0.99848795,PR,fleury2024,Fleury2024 Modular,0.3001850138760407,0.855072463768116
Fleury2024 modular,,,0.99849,PR,fleury2024,Fleury2024 Modular,0.3002544529262086,0.855072463768116
Fleury2024 modular,,,0.9985012,PR,fleury2024,Fleury2024 Modular,0.3003239241092087,0.855072463768116
Fleury2024 modular,,,0.99850345,PR,fleury2024,Fleury2024 Modular,0.3003934274473501,0.855072463768116
Fleury2024 modular,,,0.9985038,PR,fleury2024,Fleury2024 Modular,0.300462962962963,0.855072463768116
Fleury2024 modular,,,0.99850523,PR,fleury2024,Fleury2024 Modular,0.3005325306783978,0.855072463768116
Fleury2024 modular,,,0.9985061,PR,fleury2024,Fleury2024 Modular,0.3006021306160259,0.855072463768116
Fleury2024 modular,,,0.9985083,PR,fleury2024,Fleury2024 Modular,0.3007414272474513,0.855072463768116
Fleury2024 modular,,,0.9985164,PR,fleury2024,Fleury2024 Modular,0.3005793742757821,0.8544137022397892
Fleury2024 modular,,,0.9985165,PR,fleury2024,Fleury2024 Modular,0.3004172461752434,0.8537549407114624
