model,fpr,tpr,threshold,curve,model_key,display_model,precision,recall
Ours,0.3944795859689476,0.8201581027667985,0.0022842197,ROC,ours_full,Ours,,
Ours,0.4013801035077631,0.8201581027667985,0.0021604071,ROC,ours_full,Ours,,
Ours,0.4013801035077631,0.8208168642951251,0.0021597433,ROC,ours_full,Ours,,
Ours,0.4036802760207015,0.8208168642951251,0.0021323184,ROC,ours_full,Ours,,
Ours,0.4036802760207015,0.8214756258234519,0.0021302283,ROC,ours_full,Ours,,
Ours,0.4071305347901092,0.8214756258234519,0.0020879267,ROC,ours_full,Ours,,
Ours,0.4071305347901092,0.8221343873517787,0.002085327,ROC,ours_full,Ours,,
Ours,0.4098140693885375,0.8221343873517787,0.002034489,ROC,ours_full,Ours,,
Ours,0.4098140693885375,0.8227931488801054,0.0020319102,ROC,ours_full,Ours,,
Ours,0.4117308798159862,0.8227931488801054,0.0020101937,ROC,ours_full,Ours,,
Ours,0.4117308798159862,0.8234519104084321,0.0020073033,ROC,ours_full,Ours,,
Ours,0.4174813110983323,0.8234519104084321,0.0019419888,ROC,ours_full,Ours,,
Ours,0.4174813110983323,0.8241106719367589,0.0019359419,ROC,ours_full,Ours,,
Ours,0.4188230783975464,0.8241106719367589,0.0019121569,ROC,ours_full,Ours,,
Ours,0.4188230783975464,0.8247694334650857,0.0019107051,ROC,ours_full,Ours,,
Ours,0.4203565267395054,0.8247694334650857,0.0018954923,ROC,ours_full,Ours,,
Ours,0.4203565267395054,0.8254281949934124,0.0018926472,ROC,ours_full,Ours,,
Ours,0.4205482077822503,0.8254281949934124,0.0018905146,ROC,ours_full,Ours,,
Ours,0.4205482077822503,0.8260869565217391,0.001889867,ROC,ours_full,Ours,,
Ours,0.4293655357485145,0.8260869565217391,0.0018060334,ROC,ours_full,Ours,,
Ours,0.4293655357485145,0.8267457180500659,0.0018049703,ROC,ours_full,Ours,,
Ours,0.4310906651332183,0.8267457180500659,0.0017943565,ROC,ours_full,Ours,,
Ours,0.4310906651332183,0.8274044795783926,0.0017933113,ROC,ours_full,Ours,,
Ours,0.4364577343300747,0.8274044795783926,0.001731013,ROC,ours_full,Ours,,
Ours,0.4364577343300747,0.8280632411067194,0.0017229238,ROC,ours_full,Ours,,
Ours,0.4374161395437991,0.8280632411067194,0.0017156304,ROC,ours_full,Ours,,
Ours,0.4374161395437991,0.8287220026350461,0.0017149086,ROC,ours_full,Ours,,
Ours,0.4406747172704619,0.8287220026350461,0.0016823355,ROC,ours_full,Ours,,
Ours,0.4406747172704619,0.8293807641633728,0.0016812986,ROC,ours_full,Ours,,
Ours,0.4471918727237876,0.8293807641633728,0.0016380855,ROC,ours_full,Ours,,
Ours,0.4471918727237876,0.8300395256916996,0.0016374299,ROC,ours_full,Ours,,
Ours,0.4477669158520222,0.8300395256916996,0.0016351537,ROC,ours_full,Ours,,
Ours,0.4477669158520222,0.8306982872200264,0.0016344393,ROC,ours_full,Ours,,
Ours,0.4502587694077056,0.8306982872200264,0.0016188988,ROC,ours_full,Ours,,
Ours,0.4502587694077056,0.8313570487483531,0.0016188804,ROC,ours_full,Ours,,
Ours,0.4504504504504504,0.8313570487483531,0.0016188286,ROC,ours_full,Ours,,
Ours,0.4504504504504504,0.8320158102766798,0.0016175809,ROC,ours_full,Ours,,
Ours,0.4571592869465209,0.8320158102766798,0.0015779674,ROC,ours_full,Ours,,
Ours,0.4571592869465209,0.8326745718050066,0.0015777715,ROC,ours_full,Ours,,
Ours,0.4602261836304389,0.8326745718050066,0.0015461383,ROC,ours_full,Ours,,
Ours,0.4602261836304389,0.8333333333333334,0.0015458586,ROC,ours_full,Ours,,
Ours,0.4609929078014184,0.8333333333333334,0.0015420464,ROC,ours_full,Ours,,
Ours,0.4609929078014184,0.83399209486166,0.0015414065,ROC,ours_full,Ours,,
Ours,0.4621429940578876,0.83399209486166,0.0015370842,ROC,ours_full,Ours,,
Ours,0.4621429940578876,0.8346508563899868,0.0015368611,ROC,ours_full,Ours,,
Ours,0.4629097182288672,0.8346508563899868,0.001532526,ROC,ours_full,Ours,,
Ours,0.4629097182288672,0.836627140974967,0.0015258784,ROC,ours_full,Ours,,
Ours,0.4632930803143569,0.836627140974967,0.0015254589,ROC,ours_full,Ours,,
Ours,0.4632930803143569,0.8372859025032938,0.0015246222,ROC,ours_full,Ours,,
Ours,0.4686601495112133,0.8372859025032938,0.0014904157,ROC,ours_full,Ours,,
Ours,0.4686601495112133,0.8379446640316206,0.0014897472,ROC,ours_full,Ours,,
Ours,0.4688518305539582,0.8379446640316206,0.0014893529,ROC,ours_full,Ours,,
Ours,0.4688518305539582,0.8386034255599473,0.0014891685,ROC,ours_full,Ours,,
Ours,0.4744105807935595,0.8386034255599473,0.001465909,ROC,ours_full,Ours,,
Ours,0.4744105807935595,0.839262187088274,0.0014658595,ROC,ours_full,Ours,,
Ours,0.4797776499904159,0.839262187088274,0.001443714,ROC,ours_full,Ours,,
Ours,0.4797776499904159,0.8399209486166008,0.001443518,ROC,ours_full,Ours,,
Ours,0.4799693310331608,0.8399209486166008,0.0014433531,ROC,ours_full,Ours,,
Ours,0.4799693310331608,0.8405797101449275,0.0014420315,ROC,ours_full,Ours,,
Ours,0.4861031244009967,0.8405797101449275,0.0014078859,ROC,ours_full,Ours,,
Ours,0.4861031244009967,0.8412384716732543,0.001404389,ROC,ours_full,Ours,,
Ours,0.4864864864864865,0.8412384716732543,0.0014019562,ROC,ours_full,Ours,,
Ours,0.4864864864864865,0.841897233201581,0.0014009558,ROC,ours_full,Ours,,
Ours,0.4882116158711903,0.841897233201581,0.0013960813,ROC,ours_full,Ours,,
Ours,0.4882116158711903,0.8425559947299077,0.0013955336,ROC,ours_full,Ours,,
Ours,0.4903201073413839,0.8425559947299077,0.0013859327,ROC,ours_full,Ours,,
Ours,0.4903201073413839,0.8432147562582345,0.0013857795,ROC,ours_full,Ours,,
Ours,0.4920452367260878,0.8432147562582345,0.0013759717,ROC,ours_full,Ours,,
Ours,0.4920452367260878,0.8438735177865613,0.0013758327,ROC,ours_full,Ours,,
Ours,0.4922369177688326,0.8438735177865613,0.0013753821,ROC,ours_full,Ours,,
Ours,0.4922369177688326,0.8445322793148881,0.0013730708,ROC,ours_full,Ours,,
Ours,0.494728771324516,0.8445322793148881,0.0013596027,ROC,ours_full,Ours,,
Ours,0.494728771324516,0.8451910408432147,0.0013583117,ROC,ours_full,Ours,,
Ours,0.4997124784358827,0.8451910408432147,0.0013399228,ROC,ours_full,Ours,,
Ours,0.4997124784358827,0.8458498023715415,0.0013394271,ROC,ours_full,Ours,,
Ours,0.5056545907609737,0.8458498023715415,0.0013227628,ROC,ours_full,Ours,,
Ours,0.5056545907609737,0.8465085638998683,0.0013219292,ROC,ours_full,Ours,,
Ours,0.5071880391029328,0.8465085638998683,0.0013154254,ROC,ours_full,Ours,,
Ours,0.5071880391029328,0.847167325428195,0.0013149036,ROC,ours_full,Ours,,
Ours,0.5081464443166571,0.847167325428195,0.00131354,ROC,ours_full,Ours,,
Ours,0.5081464443166571,0.8484848484848485,0.0013124177,ROC,ours_full,Ours,,
Ours,0.5087214874448917,0.8484848484848485,0.0013087016,ROC,ours_full,Ours,,
Ours,0.5087214874448917,0.8491436100131752,0.0013077658,ROC,ours_full,Ours,,
Ours,0.509679892658616,0.8491436100131752,0.0013039111,ROC,ours_full,Ours,,
Ours,0.509679892658616,0.849802371541502,0.0013025822,ROC,ours_full,Ours,,
Ours,0.5098715737013609,0.849802371541502,0.0013011303,ROC,ours_full,Ours,,
Ours,0.5098715737013609,0.8504611330698287,0.0012994274,ROC,ours_full,Ours,,
Ours,0.5106382978723404,0.8504611330698287,0.0012973511,ROC,ours_full,Ours,,
Ours,0.5106382978723404,0.8517786561264822,0.0012949383,ROC,ours_full,Ours,,
Ours,0.5129384703852788,0.8517786561264822,0.001287202,ROC,ours_full,Ours,,
Ours,0.5129384703852788,0.852437417654809,0.001285658,ROC,ours_full,Ours,,
Ours,0.5200306689668391,0.852437417654809,0.0012566868,ROC,ours_full,Ours,,
Ours,0.5200306689668391,0.8530961791831357,0.0012554176,ROC,ours_full,Ours,,
Ours,0.5246310139927162,0.8530961791831357,0.0012396879,ROC,ours_full,Ours,,
Ours,0.5246310139927162,0.8537549407114624,0.001238681,ROC,ours_full,Ours,,
Ours,0.5261644623346751,0.8537549407114624,0.0012353407,ROC,ours_full,Ours,,
Ours,0.5261644623346751,0.8544137022397892,0.0012346597,ROC,ours_full,Ours,,
Ours,0.5292313590185931,0.8544137022397892,0.001226705,ROC,ours_full,Ours,,
Ours,0.5292313590185931,0.855072463768116,0.0012258518,ROC,ours_full,Ours,,
Ours,0.5309564884032969,0.855072463768116,0.0012209936,ROC,ours_full,Ours,,
Ours,0.5309564884032969,0.8557312252964426,0.0012204158,ROC,ours_full,Ours,,
Ours,0.5315315315315315,0.8557312252964426,0.0012194879,ROC,ours_full,Ours,,
Ours,0.5315315315315315,0.8563899868247694,0.0012192497,ROC,ours_full,Ours,,
Ours,0.5336400230017251,0.8563899868247694,0.0012133048,ROC,ours_full,Ours,,
Ours,0.5336400230017251,0.8570487483530962,0.0012118893,ROC,ours_full,Ours,,
Ours,0.5357485144719187,0.8570487483530962,0.0012037875,ROC,ours_full,Ours,,
Ours,0.5357485144719187,0.857707509881423,0.0012031342,ROC,ours_full,Ours,,
Ours,0.5363235576001534,0.857707509881423,0.0012019554,ROC,ours_full,Ours,,
Ours,0.5363235576001534,0.8583662714097496,0.0012018891,ROC,ours_full,Ours,,
Ours,0.5384320490703469,0.8583662714097496,0.0011966799,ROC,ours_full,Ours,,
Ours,0.5384320490703469,0.8590250329380764,0.0011960543,ROC,ours_full,Ours,,
Ours,0.5393904542840713,0.8590250329380764,0.001192956,ROC,ours_full,Ours,,
Ours,0.5393904542840713,0.8603425559947299,0.0011902343,ROC,ours_full,Ours,,
Ours,0.5405405405405406,0.8603425559947299,0.001186744,ROC,ours_full,Ours,,
Ours,0.5405405405405406,0.8610013175230566,0.0011860208,ROC,ours_full,Ours,,
Ours,0.5422656699252444,0.8610013175230566,0.0011827974,ROC,ours_full,Ours,,
Ours,0.5422656699252444,0.8616600790513834,0.0011823683,ROC,ours_full,Ours,,
Ours,0.5439907993099482,0.8616600790513834,0.001177902,ROC,ours_full,Ours,,
Ours,0.5439907993099482,0.8623188405797102,0.0011773502,ROC,ours_full,Ours,,
Ours,0.544374161395438,0.8623188405797102,0.0011752482,ROC,ours_full,Ours,,
Ours,0.544374161395438,0.8629776021080369,0.0011747344,ROC,ours_full,Ours,,
Ours,0.5445658424381828,0.8629776021080369,0.0011747255,ROC,ours_full,Ours,,
Ours,0.5445658424381828,0.8636363636363636,0.00117441,ROC,ours_full,Ours,,
Ours,0.5480161012075906,0.8636363636363636,0.0011605584,ROC,ours_full,Ours,,
Ours,0.5480161012075906,0.8642951251646904,0.0011602794,ROC,ours_full,Ours,,
Ours,0.5482077822503354,0.8642951251646904,0.0011599523,ROC,ours_full,Ours,,
Ours,0.5482077822503354,0.8649538866930171,0.0011596042,ROC,ours_full,Ours,,
Ours,0.5524247651907226,0.8649538866930171,0.0011478044,ROC,ours_full,Ours,,
Ours,0.5524247651907226,0.8656126482213439,0.0011476694,ROC,ours_full,Ours,,
Ours,0.5528081272762124,0.8656126482213439,0.001145635,ROC,ours_full,Ours,,
Ours,0.5528081272762124,0.8669301712779973,0.0011435802,ROC,ours_full,Ours,,
Ours,0.556450067088365,0.8669301712779973,0.001137469,ROC,ours_full,Ours,,
Ours,0.556450067088365,0.8675889328063241,0.0011368538,ROC,ours_full,Ours,,
Ours,0.5577918343875791,0.8675889328063241,0.0011346503,ROC,ours_full,Ours,,
Ours,0.5577918343875791,0.8682476943346509,0.0011344434,ROC,ours_full,Ours,,
Ours,0.5583668775158137,0.8682476943346509,0.0011330476,ROC,ours_full,Ours,,
Ours,0.5583668775158137,0.8689064558629777,0.0011322772,ROC,ours_full,Ours,,
Ours,0.5587502396013034,0.8689064558629777,0.0011318556,ROC,ours_full,Ours,,
Ours,0.5587502396013034,0.8695652173913043,0.0011316242,ROC,ours_full,Ours,,
Ours,0.5650757140118843,0.8695652173913043,0.0011128124,ROC,ours_full,Ours,,
Ours,0.5650757140118843,0.8702239789196311,0.0011106278,ROC,ours_full,Ours,,
Ours,0.5669925244393329,0.8702239789196311,0.0011076544,ROC,ours_full,Ours,,
Ours,0.5669925244393329,0.8708827404479579,0.0011067601,ROC,ours_full,Ours,,
Ours,0.5675675675675675,0.8708827404479579,0.0011047448,ROC,ours_full,Ours,,
Ours,0.5675675675675675,0.8715415019762845,0.0011041847,ROC,ours_full,Ours,,
Ours,0.5692926969522715,0.8715415019762845,0.0010988347,ROC,ours_full,Ours,,
Ours,0.5692926969522715,0.8722002635046113,0.0010986881,ROC,ours_full,Ours,,
Ours,0.5727429557216791,0.8722002635046113,0.0010889166,ROC,ours_full,Ours,,
Ours,0.5727429557216791,0.8728590250329381,0.0010888717,ROC,ours_full,Ours,,
Ours,0.5737013609354035,0.8728590250329381,0.0010860725,ROC,ours_full,Ours,,
Ours,0.5737013609354035,0.8735177865612648,0.0010859981,ROC,ours_full,Ours,,
Ours,0.5784933870040253,0.8735177865612648,0.0010727124,ROC,ours_full,Ours,,
Ours,0.5784933870040253,0.8741765480895916,0.0010727093,ROC,ours_full,Ours,,
Ours,0.581943645773433,0.8741765480895916,0.0010663546,ROC,ours_full,Ours,,
Ours,0.581943645773433,0.8748353096179183,0.0010662747,ROC,ours_full,Ours,,
Ours,0.5832854130726471,0.8748353096179183,0.0010644991,ROC,ours_full,Ours,,
Ours,0.5832854130726471,0.8761528326745718,0.0010634727,ROC,ours_full,Ours,,
Ours,0.5869273528847997,0.8761528326745718,0.0010569486,ROC,ours_full,Ours,,
Ours,0.5869273528847997,0.8768115942028986,0.0010567381,ROC,ours_full,Ours,,
Ours,0.5875023960130343,0.8768115942028986,0.0010545524,ROC,ours_full,Ours,,
Ours,0.5875023960130343,0.8774703557312253,0.0010540958,ROC,ours_full,Ours,,
Ours,0.5884608012267587,0.8774703557312253,0.0010525044,ROC,ours_full,Ours,,
Ours,0.5884608012267587,0.878129117259552,0.0010520216,ROC,ours_full,Ours,,
Ours,0.5905692926969522,0.878129117259552,0.0010484454,ROC,ours_full,Ours,,
Ours,0.5905692926969522,0.8787878787878788,0.0010480658,ROC,ours_full,Ours,,
Ours,0.6013034310906651,0.8787878787878788,0.0010265147,ROC,ours_full,Ours,,
Ours,0.6013034310906651,0.8794466403162056,0.0010255998,ROC,ours_full,Ours,,
Ours,0.6039869656890934,0.8794466403162056,0.0010193139,ROC,ours_full,Ours,,
Ours,0.6039869656890934,0.8801054018445322,0.0010190061,ROC,ours_full,Ours,,
Ours,0.6051370519455626,0.8801054018445322,0.0010175288,ROC,ours_full,Ours,,
Ours,0.6051370519455626,0.880764163372859,0.0010166047,ROC,ours_full,Ours,,
Ours,0.607437224458501,0.880764163372859,0.0010123893,ROC,ours_full,Ours,,
Ours,0.607437224458501,0.8814229249011858,0.0010118493,ROC,ours_full,Ours,,
Ours,0.6076289055012459,0.8814229249011858,0.0010113987,ROC,ours_full,Ours,,
Ours,0.6076289055012459,0.8820816864295126,0.0010109744,ROC,ours_full,Ours,,
Ours,0.60897067280046,0.8820816864295126,0.0010091123,ROC,ours_full,Ours,,
Ours,0.60897067280046,0.8827404479578392,0.0010082618,ROC,ours_full,Ours,,
Ours,0.6091623538432049,0.8827404479578392,0.0010078793,ROC,ours_full,Ours,,
Ours,0.6091623538432049,0.883399209486166,0.0010071631,ROC,ours_full,Ours,,
Ours,0.6114625263561434,0.883399209486166,0.0010039231,ROC,ours_full,Ours,,
Ours,0.6114625263561434,0.8840579710144928,0.0010028763,ROC,ours_full,Ours,,
Ours,0.6118458884416331,0.8840579710144928,0.0010023133,ROC,ours_full,Ours,,
Ours,0.6118458884416331,0.8847167325428195,0.0010017013,ROC,ours_full,Ours,,
Ours,0.6133793367835921,0.8847167325428195,0.0009992918,ROC,ours_full,Ours,,
Ours,0.6133793367835921,0.8853754940711462,0.0009988034,ROC,ours_full,Ours,,
Ours,0.6137626988690819,0.8853754940711462,0.0009976747,ROC,ours_full,Ours,,
Ours,0.6137626988690819,0.886034255599473,0.000997057,ROC,ours_full,Ours,,
Ours,0.6198964922369178,0.886034255599473,0.0009864583,ROC,ours_full,Ours,,
Ours,0.6198964922369178,0.8866930171277997,0.0009864239,ROC,ours_full,Ours,,
Ours,0.6269886908184781,0.8866930171277997,0.0009728961,ROC,ours_full,Ours,,
Ours,0.6269886908184781,0.8873517786561265,0.00097268715,ROC,ours_full,Ours,,
Ours,0.6335058462718037,0.8873517786561265,0.0009617021,ROC,ours_full,Ours,,
Ours,0.6335058462718037,0.88866930171278,0.000961342,ROC,ours_full,Ours,,
Ours,0.6344642514855281,0.88866930171278,0.00096063386,ROC,ours_full,Ours,,
Ours,0.6344642514855281,0.8893280632411067,0.0009605624,ROC,ours_full,Ours,,
Ours,0.6350392946137627,0.8893280632411067,0.0009602106,ROC,ours_full,Ours,,
Ours,0.6350392946137627,0.8899868247694335,0.00096012553,ROC,ours_full,Ours,,
Ours,0.6354226566992525,0.8899868247694335,0.0009600981,ROC,ours_full,Ours,,
Ours,0.6354226566992525,0.8906455862977603,0.00095976837,ROC,ours_full,Ours,,
Ours,0.6361893808702319,0.8906455862977603,0.00095813343,ROC,ours_full,Ours,,
Ours,0.6361893808702319,0.8919631093544137,0.00095696026,ROC,ours_full,Ours,,
Ours,0.6365727429557216,0.8919631093544137,0.0009566019,ROC,ours_full,Ours,,
Ours,0.6365727429557216,0.8926218708827405,0.0009560051,ROC,ours_full,Ours,,
Ours,0.6379145102549358,0.8926218708827405,0.00095423387,ROC,ours_full,Ours,,
Ours,0.6379145102549358,0.8932806324110671,0.0009540025,ROC,ours_full,Ours,,
Ours,0.6381061912976806,0.8932806324110671,0.000953968,ROC,ours_full,Ours,,
Ours,0.6381061912976806,0.8939393939393939,0.00095346046,ROC,ours_full,Ours,,
Ours,0.6407897258961088,0.8939393939393939,0.00094755593,ROC,ours_full,Ours,,
Ours,0.6407897258961088,0.8945981554677207,0.0009473712,ROC,ours_full,Ours,,
Ours,0.6411730879815987,0.8945981554677207,0.00094697106,ROC,ours_full,Ours,,
Ours,0.6411730879815987,0.8952569169960475,0.0009462229,ROC,ours_full,Ours,,
Ours,0.646540157178455,0.8952569169960475,0.0009380706,ROC,ours_full,Ours,,
Ours,0.646540157178455,0.8959156785243741,0.0009378935,ROC,ours_full,Ours,,
Ours,0.6474985623921794,0.8959156785243741,0.00093632477,ROC,ours_full,Ours,,
Ours,0.6474985623921794,0.8965744400527009,0.0009361945,ROC,ours_full,Ours,,
Ours,0.648073605520414,0.8965744400527009,0.00093521166,ROC,ours_full,Ours,,
Ours,0.648073605520414,0.8972332015810277,0.0009345493,ROC,ours_full,Ours,,
Ours,0.6490320107341384,0.8972332015810277,0.0009329525,ROC,ours_full,Ours,,
Ours,0.6490320107341384,0.8978919631093544,0.0009327458,ROC,ours_full,Ours,,
Ours,0.6507571401188422,0.8978919631093544,0.0009296825,ROC,ours_full,Ours,,
Ours,0.6507571401188422,0.8985507246376812,0.00092896394,ROC,ours_full,Ours,,
Ours,0.6584243818286372,0.8985507246376812,0.00091475487,ROC,ours_full,Ours,,
Ours,0.6584243818286372,0.8992094861660079,0.0009146703,ROC,ours_full,Ours,,
Ours,0.6593827870423615,0.8992094861660079,0.0009122143,ROC,ours_full,Ours,,
Ours,0.6593827870423615,0.8998682476943346,0.0009121091,ROC,ours_full,Ours,,
Ours,0.6611079164270653,0.8998682476943346,0.00060969644,ROC,ours_full,Ours,,
Ours,0.6614912785125551,0.8998682476943346,0.00060916506,ROC,ours_full,Ours,,
Ours,0.6634080889400038,0.8998682476943346,0.00060693297,ROC,ours_full,Ours,,
Ours,0.6634080889400038,0.9005270092226614,0.0006068369,ROC,ours_full,Ours,,
Ours,0.6716503737780334,0.9005270092226614,0.00059942645,ROC,ours_full,Ours,,
Ours,0.6716503737780334,0.9011857707509882,0.000599168,ROC,ours_full,Ours,,
Ours,0.6718420548207782,0.9011857707509882,0.0005990963,ROC,ours_full,Ours,,
Ours,0.6718420548207782,0.9018445322793148,0.00059903436,ROC,ours_full,Ours,,
Ours,0.6728004600345026,0.9018445322793148,0.00059884996,ROC,ours_full,Ours,,
Ours,0.6728004600345026,0.9025032938076416,0.00059876125,ROC,ours_full,Ours,,
Ours,0.6733755031627372,0.9025032938076416,0.00059847,ROC,ours_full,Ours,,
Ours,0.6733755031627372,0.9031620553359684,0.00059846346,ROC,ours_full,Ours,,
Ours,0.6743339083764616,0.9031620553359684,0.00059812906,ROC,ours_full,Ours,,
Ours,0.6743339083764616,0.9038208168642952,0.0005980537,ROC,ours_full,Ours,,
Ours,0.6800843396588078,0.9038208168642952,0.00059349317,ROC,ours_full,Ours,,
Ours,0.6800843396588078,0.9044795783926218,0.0005932161,ROC,ours_full,Ours,,
Ours,0.6802760207015526,0.9044795783926218,0.00059314596,ROC,ours_full,Ours,,
Ours,0.6802760207015526,0.9051383399209486,0.00059313176,ROC,ours_full,Ours,,
Ours,0.6821928311290013,0.9051383399209486,0.0005911486,ROC,ours_full,Ours,,
Ours,0.6821928311290013,0.9057971014492754,0.0005901915,ROC,ours_full,Ours,,
Ours,0.6823845121717462,0.9057971014492754,0.0005900993,ROC,ours_full,Ours,,
Ours,0.6823845121717462,0.906455862977602,0.0005896538,ROC,ours_full,Ours,,
Ours,0.6833429173854706,0.906455862977602,0.000588117,ROC,ours_full,Ours,,
Ours,0.6837262794709603,0.906455862977602,0.0005880606,ROC,ours_full,Ours,,
Ours,0.693310331608204,0.906455862977602,0.0005774937,ROC,ours_full,Ours,,
Ours,0.693310331608204,0.9071146245059288,0.00057739165,ROC,ours_full,Ours,,
Ours,0.6938853747364385,0.9071146245059288,0.00057677005,ROC,ours_full,Ours,,
Ours,0.6938853747364385,0.9077733860342556,0.0005764743,ROC,ours_full,Ours,,
Ours,0.6984857197623155,0.9077733860342556,0.00057222415,ROC,ours_full,Ours,,
Ours,0.6984857197623155,0.9084321475625824,0.00057221483,ROC,ours_full,Ours,,
Ours,0.6990607628905501,0.9084321475625824,0.0005716392,ROC,ours_full,Ours,,
Ours,0.6990607628905501,0.9090909090909092,0.0005714524,ROC,ours_full,Ours,,
Ours,0.6996358060187847,0.9090909090909092,0.0005711823,ROC,ours_full,Ours,,
Ours,0.6996358060187847,0.9097496706192358,0.0005710794,ROC,ours_full,Ours,,
Ours,0.7025110216599578,0.9097496706192358,0.0005681905,ROC,ours_full,Ours,,
Ours,0.7025110216599578,0.9104084321475626,0.00056814606,ROC,ours_full,Ours,,
Ours,0.7101782633697528,0.9104084321475626,0.0005616321,ROC,ours_full,Ours,,
Ours,0.7101782633697528,0.9110671936758892,0.0005615938,ROC,ours_full,Ours,,
Ours,0.7134368410964156,0.9110671936758892,0.000558295,ROC,ours_full,Ours,,
Ours,0.7134368410964156,0.911725955204216,0.000558267,ROC,ours_full,Ours,,
Ours,0.7138202031819053,0.911725955204216,0.00055810425,ROC,ours_full,Ours,,
Ours,0.7138202031819053,0.9123847167325428,0.00055793644,ROC,ours_full,Ours,,
Ours,0.7155453325666091,0.9123847167325428,0.00055626326,ROC,ours_full,Ours,,
Ours,0.7155453325666091,0.9130434782608696,0.00055589015,ROC,ours_full,Ours,,
Ours,0.717270461951313,0.9130434782608696,0.0005528985,ROC,ours_full,Ours,,
Ours,0.717270461951313,0.9137022397891964,0.00055275176,ROC,ours_full,Ours,,
Ours,0.7197623155069963,0.9137022397891964,0.0005499972,ROC,ours_full,Ours,,
